gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-4.890426363603124493e-02,2.233233637602670060e-02,3.627493502934996117e-02
1.344790615690259587e-02,-2.579853558641753350e-02,2.796423195342245815e-02
3.251964133161818794e-03,-5.163278918473963863e-02,-3.414984331419899238e-02
2.495467560765333992e-02,-4.451096758118951863e-02,1.879839605236273067e-02
5.979393478194319766e-02,-2.709145042660040387e-02,2.380153344768094412e-02
-2.996963710677558526e-03,2.672749947045320595e-02,-3.943796133896032563e-02
-7.396289224063846588e-04,3.676310557117222488e-02,3.285038112769534530e-02
-7.652074755155310708e-03,-3.815507861008585883e-02,5.182502797059927724e-02
1.481004102142353561e-03,2.760973303493493777e-02,-2.165188985051553095e-03
-3.353709252715153782e-03,9.376231868513146273e-02,6.391811081994197563e-02
3.244180427717789639e-02,5.708088385612508989e-03,-5.992417598675914281e-02
-1.268742225253438084e-02,3.947316645266704845e-03,-3.287383978332786283e-02
3.677125163668796409e-02,-1.851235652058870473e-02,-1.978187216151111594e-02
2.868521976654045055e-02,5.103537564951224348e-02,2.041251747841509034e-02
-7.361989343568313762e-03,-3.530461370017234229e-02,3.591937853734705061e-02
-2.071735012344377153e-02,-3.654054152230364495e-03,-2.059337072286506615e-02
2.824661531001120343e-02,1.304215118063170760e-02,4.280425314391530373e-02
9.052302159726745290e-02,-2.504313890333863604e-02,1.994588686351843299e-04
-3.367690100211990362e-02,5.217778691934699120e-02,9.826132995351908109e-03
4.643313428271684390e-02,-1.270182781941643461e-02,-1.787718964847314837e-02
2.578457155352644956e-02,-4.866507130923855909e-03,6.839173309054606686e-02
1.892495852828271485e-02,-1.035915715509483498e-01,3.338037824911008894e-02
3.027719287104982046e-02,-4.290033840920340694e-03,4.718442380836616878e-02
1.727092067757062498e-03,-7.169992522987042594e-02,-2.863371227634472355e-02
-5.782407604584152531e-03,-2.066961765249038241e-02,-4.070192358309889652e-02
2.064411730849318935e-02,5.090101917979671792e-02,-3.851490457769129842e-03
1.589773831055875386e-02,1.703403439227407432e-02,-1.558950827652950434e-02
3.487912222343844681e-02,7.108523246301123866e-02,2.407941810275709971e-02
6.641578209617172990e-02,6.358297795782346870e-03,-3.042588773130217722e-02
-1.741329999177143248e-02,7.354306969698673480e-02,7.022867799455366836e-03
-9.530437805413022323e-02,-2.836153688502030673e-02,-5.900776408200479606e-02
-8.992781925181339564e-03,1.420222736748664831e-02,-1.680625076449021940e-02
-4.305667139242919800e-02,1.858981367420400529e-02,3.716188651474365817e-03
-3.870739331521395182e-02,7.283338684949722253e-02,3.467718848479982297e-02
-7.175088714594731083e-03,-8.906079259692796513e-02,-2.087447530144239879e-02
-9.871570929389082705e-03,-1.536840561422415583e-02,-1.064143570650606108e-01
-1.726035808199956291e-04,-2.756331627436590416e-03,1.542002655946750171e-02
